uid,text,category,risk_level,source_type,origin_id
301,보증금은 퇴거 후 관리비 등 각종 정산이 끝나는 대로 돌려주기로 한다.,deposit_return,caution,augmented,a074
302,하자 확인을 위해 보증금 가운데 50만원은 퇴거 후 일주일 안에 정산해 반환한다.,deposit_return,caution,augmented,a075
303,보증금 반환 시 새 임차인의 보증금이 더 낮으면 그 차액을 빼고 돌려준다.,deposit_return,danger,augmented,a076
304,"옵션으로 딸린 에어컨과 세탁기, 냉장고가 고장 나면 수리비는 임차인이 낸다.",repair_defect,danger,augmented,a077
305,겨울철 보일러나 수도가 얼어 터지면 그 수리비는 임차인 부담으로 한다.,repair_defect,caution,augmented,a078
306,임차인은 퇴거 시 주택을 입주했을 때의 상태 그대로 반환하기로 한다.,restoration,caution,augmented,a079
307,벽에 못을 박는 등 훼손이 생긴 경우 그 원상복구 비용은 임차인이 부담한다.,restoration,caution,augmented,a080
308,퇴거 시 도배 상태가 좋지 않으면 도배 비용을 임차인이 부담하기로 한다.,restoration,caution,augmented,a081
309,"원상복구를 어디까지 할지, 비용이 얼마인지는 퇴거 시점에 임대인이 판단해 정한다.",restoration,danger,augmented,a082
310,재계약할 때 차임은 주변 시세를 반영하여 올릴 수 있다.,termination_renewal,caution,augmented,a083
311,임차인은 현재 등기부등본의 권리관계를 직접 열람해 확인했다.,lien_rights,safe,augmented,a084
312,임차인은 지금은 물론 앞으로의 등기상 권리관계 변동에 대해서도 이의를 제기하지 않기로 한다.,lien_rights,danger,augmented,a085
313,"관리비는 월 8만원으로 하되, 공용 전기 사용량에 따라 달라질 수 있다.",fees_utilities,caution,augmented,a086
314,장기수선충당금은 세입자가 부담하고 나갈 때도 돌려주지 않는다.,fees_utilities,danger,augmented,a087
315,임대인은 필요하면 미리 알린 뒤 집에 들러 상태를 확인할 수 있다.,etc,caution,augmented,a088
316,이 계약에 관한 소송의 관할 법원은 임대인 주소지의 법원으로 한다.,etc,caution,augmented,a089
317,이 계약서에 적히지 않은 사항은 임대인이 정하는 대로 따른다.,etc,danger,augmented,a090
318,계약 종료일에 임대인은 보증금 전액을 임차인이 지정한 계좌로 입금한다.,deposit_return,safe,augmented,a091
319,보증금 반환이 늦어지면 임대인은 지연된 기간만큼 연 5% 이자를 붙여 지급한다.,deposit_return,safe,augmented,a092
320,특별한 사정이 없는 한 임대인은 만기일에 보증금을 돌려준다.,deposit_return,caution,augmented,a093
321,임차인이 원상복구를 하지 않으면 임대인은 보증금 전액을 돌려주지 않을 수 있다.,deposit_return,danger,augmented,a094
322,입주 전에 발견된 하자는 잔금일 전까지 임대인이 고쳐 놓는다.,repair_defect,safe,augmented,a095
323,보일러가 고장 나면 임대인은 연락받은 날부터 3일 안에 수리해 준다.,repair_defect,safe,augmented,a096
324,에어컨 필터나 배수구 청소 같은 일상적인 관리는 임차인 몫으로 한다.,repair_defect,safe,augmented,a097
325,"20만원이 안 되는 수리는 임차인이 부담하되, 같은 고장이 반복되면 임대인과 협의한다.",repair_defect,caution,augmented,a098
326,"입주할 때 집 상태를 임대인과 임차인이 함께 사진으로 남기고, 퇴거 시 원상복구 기준으로 삼는다.",restoration,safe,augmented,a099
327,퇴거 시 임차인은 입주청소 업체를 부른 수준으로 청소된 상태로 집을 반환해야 한다.,restoration,danger,augmented,a100
328,퇴거 시 원상복구 명목으로 보증금의 5퍼센트를 공제하는 것에 임차인은 동의한다.,restoration,danger,augmented,a101
329,계약 해지 통보는 내용증명 우편에 의한 경우에만 효력을 가진다.,termination_renewal,caution,augmented,a102
330,재계약 여부는 만기 두 달 전 임대인이 통보하는 내용에 따르기로 한다.,termination_renewal,danger,augmented,a103
331,임대인이 집을 파는 경우 임차인은 계약 기간이 남아 있어도 3개월 안에 집을 비워 준다.,termination_renewal,danger,augmented,a104
332,임대인은 계약일 기준 국세와 지방세를 완납했음을 증명하는 서류를 임차인에게 보여준다.,lien_rights,safe,augmented,a105
333,임차인이 대항력을 갖추기 전까지 임대인은 집을 팔거나 담보로 제공하지 않는다.,lien_rights,safe,augmented,a106
334,임대인은 현재 설정된 근저당 대출의 이자를 밀리지 않고 납부하기로 한다.,lien_rights,caution,augmented,a107
335,공과금은 세대별 계량기 수치에 따라 임차인이 쓴 만큼만 낸다.,fees_utilities,safe,augmented,a108
336,"여기서 정하지 않은 내용은 주택임대차보호법과 민법, 일반 관례에 따르기로 한다.",etc,safe,augmented,a109
337,계약을 위반하면 임차인은 임대인이 정하는 손해배상금을 이의 없이 지급하기로 한다.,etc,danger,augmented,a110
338,임차인의 보증보험 가입이 안 될 경우 계약을 유지할지는 양측이 협의해 정하기로 한다.,deposit_return,caution,augmented,a111
339,등기부상 권리에 하자가 드러나더라도 본 계약의 효력은 그대로 유지된다.,lien_rights,danger,augmented,a112
340,"관리비에는 공용 관리 항목이 포함되고, 구체적인 내역은 건물 관리 규정을 따른다.",fees_utilities,caution,augmented,a113
341,인터넷과 케이블 방송 요금은 건물에서 일괄 계약한 상품 기준으로 임차인이 부담한다.,fees_utilities,caution,augmented,a114
342,퇴거할 때 정화조 청소비로 3만원을 정산하기로 한다.,fees_utilities,safe,augmented,a115
343,관리비의 항목과 금액은 매년 임대인이 정해서 고지하는 바에 따르기로 한다.,fees_utilities,danger,augmented,a116
344,임대인 동의 없이 제3자를 데려와 함께 거주할 수 없다.,etc,caution,augmented,a117
345,"임차인은 이 계약과 관련하여 민사상, 형사상 어떠한 이의도 제기하지 않기로 한다.",etc,danger,augmented,a118
346,임차인은 주택임대차분쟁조정위원회 등 외부 기관에 조정을 신청하지 않는다.,etc,danger,augmented,a119
347,갑(임대인)은 임대차가 종료됨과 동시에 을(임차인)에게 보증금 전액을 반환한다.,deposit_return,safe,augmented,a120
348,주택 인도와 보증금 반환은 서로 동시에 이행하기로 한다.,deposit_return,safe,augmented,a121
349,하자 점검이 끝날 때까지 보증금 중 100만원의 지급을 유보할 수 있다.,deposit_return,caution,augmented,a122
350,보증금 반환이 임대인 사정으로 늦어지더라도 지연 이자는 붙지 않는 것으로 한다.,deposit_return,danger,augmented,a123
351,보증금을 언제 돌려줄지는 임대인의 자금 사정을 감안하여 임대인이 정하기로 한다.,deposit_return,danger,augmented,a124
352,전기·수도·보일러 같은 주요 설비가 낡아서 고장 난 경우의 수리는 갑(임대인)이 부담한다.,repair_defect,safe,augmented,a125
353,세면대나 변기가 막히면 사용상 부주의로 보아 임차인이 수리하기로 한다.,repair_defect,caution,augmented,a126
354,수리가 필요할 때 임차인은 임대인이 지정하는 업체에 맡겨야 한다.,repair_defect,caution,augmented,a127
355,에어컨 냉매를 충전하는 비용은 임차인 부담으로 한다.,repair_defect,caution,augmented,a128
356,누수가 생겨도 임대인은 고쳐줄 의무가 없으며 임차인이 자기 비용으로 처리한다.,repair_defect,danger,augmented,a129
357,시설물이 고장 나더라도 임대인에게 하자담보책임을 묻지 않기로 한다.,repair_defect,danger,augmented,a130
358,"원상복구는 임차인의 고의나 과실로 인한 훼손에 한하고, 판단 기준은 입주 시 함께 작성한 상태 점검표로 한다.",restoration,safe,augmented,a132
359,퇴거할 때는 입주 시 받은 시설물 목록에 있는 물품을 그대로 반환한다.,restoration,caution,augmented,a133
360,원상복구 명목으로 보증금에서 100만원을 일괄 공제하기로 한다.,restoration,danger,augmented,a134
361,흡연을 했든 안 했든 퇴거 시 도배 비용 전액은 임차인이 부담한다.,restoration,danger,augmented,a135
362,계약 기간이 남아 있어도 양측이 합의하면 계약을 해지할 수 있다.,termination_renewal,safe,augmented,a136
363,갱신 계약은 임대인이 서면으로 동의해야 확정되는 것으로 한다.,termination_renewal,caution,augmented,a137
364,임차인은 이사 예정일보다 3개월 앞서 임대인에게 알려야 한다.,termination_renewal,caution,augmented,a138
365,재계약 시 보증금은 그 시점의 전세 시세에 맞춰 조정하기로 한다.,termination_renewal,caution,augmented,a139
366,임대인은 만기 한 달 전까지 갱신 조건을 임차인에게 알린다.,termination_renewal,caution,augmented,a140
367,임대인의 대출 상환 계획은 말로 안내한 내용에 따르기로 한다.,lien_rights,caution,augmented,a141
368,전입신고는 잔금을 치른 다음 주 안으로 마치기로 한다.,lien_rights,danger,augmented,a142
369,전세권 설정 등기 여부는 임대인과 나중에 협의해서 정한다.,lien_rights,caution,augmented,a143
370,계약 체결 이후의 등기부 변동 사항은 임차인이 스스로 확인할 책임이 있다.,lien_rights,caution,augmented,a144
371,임대인이 집을 팔더라도 새 소유자에게 임차권을 주장하는 것은 임차인의 책임으로 한다.,lien_rights,danger,augmented,a145
372,확정일자나 전세권 설정 같은 보증금 보전 조치는 하지 않기로 서로 합의한다.,lien_rights,danger,augmented,a146
373,관리비는 입주한 세대 수가 바뀌면 다시 산정될 수 있다.,fees_utilities,caution,augmented,a147
374,겨울철 난방비는 건물 전체 사용량을 기준으로 각 세대에 나누어 부과한다.,fees_utilities,caution,augmented,a148
375,관리비를 연체하면 매월 5%의 연체료가 붙는다.,fees_utilities,danger,augmented,a149
376,관리비를 올릴 때 임대인은 그 내역을 밝힐 의무가 없다.,fees_utilities,danger,augmented,a150
377,엘리베이터 교체에 드는 분담금은 임차인이 부담하기로 한다.,fees_utilities,danger,augmented,a151
378,관리비를 내지 않으면 임대인은 임차인의 짐을 마음대로 들어낼 수 있다.,fees_utilities,danger,augmented,a152
379,임차인은 이 집을 실제 거주 용도로 사용한다.,etc,safe,augmented,a153
380,임대인 동의 없이는 도어락을 바꿀 수 없다.,etc,caution,augmented,a154
381,"임차인 차량은 한 대만 등록 가능하며, 추가는 임대인이 재량으로 정한다.",etc,caution,augmented,a155
382,게시판 부착물 같은 건물 이용 규칙은 임대인이 정하는 대로 따르기로 한다.,etc,caution,augmented,a156
383,계약 기간에 생기는 모든 민원과 법적 분쟁의 비용은 임차인이 진다.,etc,danger,augmented,a157
384,이 특약이 법령과 어긋나더라도 특약 내용이 우선 적용된다.,etc,danger,augmented,a158
385,"퇴거할 때 임대인이 청구하는 모든 비용을 정산하고, 임차인은 이에 이의를 달지 않는다.",etc,danger,augmented,a159
386,근저당권 말소는 임대인이 매매 잔금을 받는 일정에 맞춰 차례로 진행한다.,lien_rights,caution,augmented,a160
387,관리비에 어떤 항목이 들어가는지는 입주 후 관리사무소의 안내에 따른다.,fees_utilities,caution,augmented,a161
388,옥상이나 공용 창고는 임대인의 허락을 받아 사용할 수 있다.,etc,caution,augmented,a162
389,보증금에서 무엇을 얼마나 공제할지는 임대인이 정한다.,deposit_return,danger,augmented,a164
390,이 건물 안의 모든 시설물은 임차인이 책임지고 유지·보수한다.,repair_defect,danger,augmented,a165
391,나갈 때 벽지랑 장판을 새것으로 교체해서 입주 때 상태로 돌려놓기로 한다.,restoration,danger,augmented,a166
392,임차인은 전입신고를 하지 않는 조건으로 본 계약을 체결한다.,lien_rights,danger,augmented,a167
393,임대인이 이 집을 담보로 추가 대출을 받는 데 임차인은 동의하기로 한다.,lien_rights,danger,augmented,a168
394,관리비는 임대인이 건물 사정에 따라 조정할 수 있는 것으로 한다.,fees_utilities,danger,augmented,a169
395,관리비 미납 시 임대인은 단전 또는 단수 조치를 취할 수 있다.,fees_utilities,danger,augmented,a170
396,임대인의 요구가 있을 때 임차인은 제소전화해 조서 작성에 협조하고 비용을 부담하기로 한다.,etc,danger,augmented,a171
397,임차인은 임차권등기명령을 신청하지 않기로 약속한다.,lien_rights,danger,augmented,a172
398,계약 기간 중 나가게 되면 다음 세입자가 입주할 때까지 월세를 계속 내야 한다.,termination_renewal,danger,augmented,a173
399,계약 조건을 어기면 임대인은 예고 없이 그 즉시 계약을 해지할 수 있다.,termination_renewal,danger,augmented,a174
400,본 주택에는 채권최고액 1억 2천만원의 근저당권이 설정되어 있으며 임차인은 이를 확인하였다.,lien_rights,caution,augmented,a175
401,관리비는 따로 부과한다.,fees_utilities,caution,augmented,a176
402,퇴거 시 주택은 원상복구하여 반환하는 것으로 한다.,restoration,caution,augmented,a177
403,형광등이나 커튼봉 같은 소모품 교체 비용은 임차인이 부담한다.,repair_defect,safe,augmented,a178
404,난방·상하수도·전기 등 주요 설비가 노후하거나 불량해 수선이 필요한 경우 그 비용은 임대인 부담이다.,repair_defect,safe,augmented,a179
405,"원상복구 비용은 임대인이 지정한 업체가 낸 견적에 따르고, 임차인은 여기에 이의를 제기할 수 없다.",restoration,danger,augmented,a180
406,"수리는 임대인의 사전 승인을 받아야 하며, 승인 없이 임의로 수리한 경우 그 비용은 임차인이 부담한다.",repair_defect,danger,augmented,a181
407,"임대차 종료 시 임차인은 주택을 원래 상태로 복구하여 반환하고, 임대인은 그와 동시에 보증금을 반환한다.",deposit_return,safe,augmented,a182
408,명도가 끝나고 시설물 상태를 확인한 후 3일 이내에 보증금을 반환하기로 한다.,deposit_return,caution,augmented,a183
409,계약 종료 후 1개월 안에 보증금을 돌려주기로 한다.,deposit_return,caution,augmented,a184
410,"집주인 자금 사정으로 보증금 반환이 늦어질 수 있으며, 세입자는 이의를 제기하지 않기로 한다.",deposit_return,danger,augmented,a185
411,10만원 이하의 수리 비용은 세입자 부담으로 한다.,repair_defect,caution,augmented,a186
412,잔고장은 임차인이 자기 부담으로 수리한다.,repair_defect,caution,augmented,a187
413,"입주 후 발견되는 모든 하자는 세입자가 고치고, 집주인에게 비용을 청구하지 못한다.",repair_defect,danger,augmented,a188
414,노후화나 통상적인 파손은 임차인이 원상복구할 필요가 없다.,restoration,safe,augmented,a189
415,임차인은 고의 또는 중대한 과실로 파손한 부분만 원상복구하면 된다.,restoration,safe,augmented,a190
416,퇴거 청소가 미흡한 경우 그 비용을 보증금에서 공제하기로 한다.,restoration,caution,augmented,a191
417,월세를 두 달 치 밀리거나 임대인 동의 없이 구조를 바꾸거나 전대하면 임대인은 계약을 해지할 수 있다.,termination_renewal,safe,augmented,a192
418,차임 연체액이 2기분에 달한 때에 한하여 임대인은 계약을 해지할 수 있다.,termination_renewal,safe,augmented,a193
419,중도 퇴거 시 위약금은 월세 1개월분으로 한다.,termination_renewal,caution,augmented,a194
420,임차인 사정으로 중도에 나가는 경우 새 임차인의 중개보수와 도배 비용을 부담하기로 한다.,termination_renewal,caution,augmented,a195
421,"임대인은 잔금일 다음 날까지 담보권, 전세권 등 어떠한 새로운 권리도 설정하지 않기로 한다.",lien_rights,safe,augmented,a196
422,잔금과 동시에 임대인은 담보대출을 전액 상환하고 근저당권을 말소한다.,lien_rights,safe,augmented,a197
423,이 건물에는 먼저 들어온 임차인 2세대가 있음을 알린다.,lien_rights,caution,augmented,a198
424,"관리비는 월 10만원(인터넷·유선방송·수도 포함)이며, 전기·가스 요금은 별도로 임차인이 부담한다.",fees_utilities,safe,augmented,a199
425,"전기, 가스, 수도는 임차인 명의로 사용량만큼 직접 납부한다.",fees_utilities,safe,augmented,a200
426,수도 요금은 전체 사용량을 세대별로 균등하게 나누어 부담한다.,fees_utilities,caution,augmented,a201
427,"임차인은 임대인의 동의 없이 구조 변경, 전대, 임차권 양도를 할 수 없으며 주거 외의 용도로 사용할 수 없다.",etc,safe,augmented,a202
428,분쟁이 발생하면 협의와 주택임대차분쟁조정위원회 조정을 통해 해결하도록 서로 노력하기로 한다.,etc,safe,augmented,a203
429,시설물 변경은 임대인의 사전 동의를 받은 경우에만 할 수 있다.,etc,safe,augmented,a204
430,벽면 못 박기와 타공은 금지한다.,etc,caution,augmented,a205
431,퇴거 정산 시 도시가스 철거비 등 제반 비용을 보증금에서 공제할 수 있다.,deposit_return,danger,augmented,a206
432,계약 만료 3개월 전까지 갱신 의사를 알리지 않으면 계약은 만료일에 끝나는 것으로 본다.,termination_renewal,danger,augmented,a207
433,"임차인은 임대인의 세금 체납을 확인하지 않기로 하고, 나중에 이를 문제 삼지 않는다.",lien_rights,danger,augmented,a208
434,퇴거 시 전문 업체에 준하는 수준으로 청소하거나 10만원의 청소비를 지급한다.,restoration,caution,augmented,a209
435,반려동물 사육이 확인되면 계약은 즉시 해지되고 임차인은 바로 퇴거하기로 한다.,termination_renewal,danger,augmented,a210
436,"형광등, 수도꼭지 등 부속품 교체는 임차인이 하되, 노후로 인한 것이면 임대인과 협의한다.",repair_defect,caution,augmented,a211
437,"임대인은 주택을 사용·수익 가능한 상태로 인도하고, 임대차 기간은 인도일로부터 2년으로 한다.",termination_renewal,safe,augmented,a212
438,수리가 필요한 시설물과 비용 부담은 입주 전에 임대인과 임차인이 합의하여 정한다.,repair_defect,safe,augmented,a213
439,임대인은 계약 기간 내내 주택을 사용과 수익에 필요한 상태로 유지해야 한다.,repair_defect,safe,augmented,a214
440,임대인 부담에 속하는 수선비를 임차인이 지출했다면 임대인에게 상환을 청구할 수 있다.,repair_defect,safe,augmented,a215
441,"중도금(중도금이 없으면 잔금)을 내기 전이라면 임대인은 계약금의 배액을 상환하고, 임차인은 계약금을 포기하고 계약을 해제할 수 있다.",termination_renewal,safe,augmented,a216
442,임차인 과실 없이 주택 일부가 멸실되는 등 계약 목적을 이룰 수 없으면 임차인은 계약을 해지할 수 있다.,termination_renewal,safe,augmented,a217
443,임대인의 갱신 거절은 실거주 등 주택임대차보호법상 사유가 있는 경우로 한정한다.,termination_renewal,safe,augmented,a218
444,임차인은 퇴거 시까지의 공과금과 관리비를 정산해야 한다.,fees_utilities,safe,augmented,a219
445,관리비로 낸 장기수선충당금은 퇴거할 때 임대인에게 반환을 청구할 수 있다.,fees_utilities,safe,augmented,a220
446,중개보수는 정해진 요율에 따라 임대인과 임차인이 각각 부담한다.,etc,safe,augmented,a221
447,소송 전에 먼저 주택임대차분쟁조정위원회에 조정을 신청하기로 한다.,etc,safe,augmented,a222
448,임대인은 보증보험 가입 절차에 필요한 협조를 다하기로 한다.,deposit_return,safe,augmented,a223
449,임대인은 잔금 지급일까지 소유권을 이전하지 않는다.,lien_rights,safe,augmented,a224
450,집을 매도할 때 임대인은 그 사실을 임차인에게 알린다.,lien_rights,safe,augmented,a225
451,"계약 시점의 권리관계는 잔금일 다음 날까지 유지하고, 어길 경우 계약은 무효가 된다.",lien_rights,safe,augmented,a226
452,고지되지 않은 근저당이 발견되면 계약을 해지할 수 있고 임대인은 받은 돈을 즉시 반환한다.,lien_rights,safe,augmented,a227
453,"통상의 손모가 아니라는 점은 임대인이 입증해야 하며, 입증하지 못하면 임차인은 원상회복 의무가 없다.",restoration,safe,augmented,a228
454,임차인이 2년 이상 거주한 경우 도배와 장판의 원상회복 의무를 면제한다.,restoration,safe,augmented,a229
455,갱신 시 차임 조정은 시세를 반영해 상호 협의로 정한다.,termination_renewal,safe,augmented,a230
456,차임을 1회만 연체해도 계약은 즉시 해지되고 임차인은 곧바로 퇴거해야 한다.,termination_renewal,danger,augmented,a231
457,퇴실할 때 원상복구비 200만원을 내기로 한다.,restoration,danger,augmented,a232
458,재계약 시 월세는 10% 자동 인상된다.,termination_renewal,danger,augmented,a233
459,주택 유지·관리에 드는 책임과 비용은 세입자가 진다.,repair_defect,danger,augmented,a234
460,보증금은 퇴거 후 관리비 등 정산이 완료된 후 반환하기로 한다.,deposit_return,caution,augmented,a235
461,보증금 중 50만원은 하자 확인을 위해 남겨 두었다가 퇴거 후 1주일 안에 정산해 준다.,deposit_return,caution,augmented,a236
462,새로 들어오는 임차인의 보증금이 낮아진 경우 그 차액만큼 공제하고 반환한다.,deposit_return,danger,augmented,a237
463,옵션 가전(에어컨·세탁기·냉장고)의 수리비는 임차인 부담으로 한다.,repair_defect,danger,augmented,a238
464,보일러·수도 동파 시 수리비는 임차인이 부담하기로 한다.,repair_defect,caution,augmented,a239
465,퇴거 시 집은 입주 당시 상태로 돌려놓기로 한다.,restoration,caution,augmented,a240
466,못 자국 등 벽면 훼손에 대한 원상복구 비용은 임차인 부담이다.,restoration,caution,augmented,a241
467,퇴거 시 도배 상태가 불량하면 그 비용은 임차인이 낸다.,restoration,caution,augmented,a242
468,원상복구의 범위와 비용 산정은 임대인의 판단에 따르기로 한다.,restoration,danger,augmented,a243
469,재계약 차임은 주변 시세를 반영하여 인상할 수 있는 것으로 한다.,termination_renewal,caution,augmented,a244
470,임차인은 등기부등본상 현재의 권리관계를 열람하고 확인을 마쳤다.,lien_rights,safe,augmented,a245
471,현재와 장래의 등기부상 권리관계에 대해 임차인은 어떤 이의도 제기하지 않는다.,lien_rights,danger,augmented,a246
472,관리비는 월 8만원이나 공용 전기료에 따라 변동될 수 있다.,fees_utilities,caution,augmented,a247
473,장기수선충당금은 임차인 부담으로 하며 퇴거 시에도 반환하지 아니한다.,fees_utilities,danger,augmented,a248
474,임대인은 필요 시 사전에 통보하고 주택을 방문해 상태를 점검할 수 있다.,etc,caution,augmented,a249
475,이 계약 관련 분쟁의 재판은 임대인 주소지를 관할하는 법원에서 한다.,etc,caution,augmented,a250
476,계약서에 명시되지 않은 사항은 임대인의 결정에 따르기로 한다.,etc,danger,augmented,a251
477,계약 종료일에 임대인은 보증금 전액을 임차인이 지정하는 계좌로 반환한다.,deposit_return,safe,augmented,a252
478,보증금 반환이 지연되면 지연 기간에 대해 연 5%의 이자를 더해 지급하기로 한다.,deposit_return,safe,augmented,a253
479,임대인은 특별한 사정이 없으면 계약 만료일에 보증금을 반환하기로 한다.,deposit_return,caution,augmented,a254
480,원상복구가 이행되지 않으면 임대인은 보증금 전액을 몰취할 수 있는 것으로 한다.,deposit_return,danger,augmented,a255
481,입주 전 확인된 하자는 임대인이 잔금일 전까지 수리를 마치기로 한다.,repair_defect,safe,augmented,a256
482,보일러 고장 시 통지받은 날로부터 3일 이내에 임대인이 수리하기로 한다.,repair_defect,safe,augmented,a257
483,"에어컨 필터 청소, 배수구 관리 등 일상적 유지 관리는 임차인이 하기로 한다.",repair_defect,safe,augmented,a258
484,20만원 미만 수리는 임차인 부담으로 하되 반복 발생 시 임대인과 협의하기로 한다.,repair_defect,caution,augmented,a259
485,입주 시 임대인과 임차인이 함께 주택 상태를 사진으로 기록하고 퇴거 시 그 사진을 원상복구 판단 기준으로 한다.,restoration,safe,augmented,a260
486,퇴거 시에는 입주 청소를 전문 업체가 한 수준으로 맞춰서 집을 돌려주기로 한다.,restoration,danger,augmented,a261
487,원상복구 명목으로 보증금의 5%를 공제하는 데 임차인은 동의한다.,restoration,danger,augmented,a262
488,해지 통보는 내용증명 우편으로 한 것만 인정한다.,termination_renewal,caution,augmented,a263
489,재계약 여부는 계약 만료 2개월 전에 임대인이 통보하는 바에 따른다.,termination_renewal,danger,augmented,a264
490,임대인이 주택을 매도하면 임차인은 잔여 계약 기간과 무관하게 3개월 내 퇴거하기로 한다.,termination_renewal,danger,augmented,a265
491,임대인은 계약 체결일 기준 국세·지방세 완납 증명서를 임차인에게 제시하기로 한다.,lien_rights,safe,augmented,a266
492,임차인이 대항력을 갖추기 전에는 임대인이 주택을 양도하거나 담보로 제공하지 않기로 한다.,lien_rights,safe,augmented,a267
493,임대인은 기존 근저당 대출의 이자를 연체 없이 납부하기로 한다.,lien_rights,caution,augmented,a268
494,공과금은 세대별 계량기를 검침해 실제 사용량대로 임차인이 부담한다.,fees_utilities,safe,augmented,a269
495,"이 계약서에 없는 사항은 주택임대차보호법, 민법과 부동산 관례를 따른다.",etc,safe,augmented,a270
496,계약 위반 시 손해배상액은 임대인이 정하며 임차인은 이의 없이 지급한다.,etc,danger,augmented,a271
497,보증보험 가입이 거절될 경우 계약 유지 여부는 쌍방이 협의하여 결정한다.,deposit_return,caution,augmented,a272
498,등기부상 권리 하자가 발견되어도 계약의 효력에는 영향이 없는 것으로 한다.,lien_rights,danger,augmented,a273
499,관리비에 포함되는 공용 관리 항목의 세부 내역은 건물 관리 규정에 따르기로 한다.,fees_utilities,caution,augmented,a274
500,인터넷·케이블 요금은 건물 일괄 계약 조건에 따라 임차인이 낸다.,fees_utilities,caution,augmented,a275
501,정화조 청소비 3만원은 퇴거할 때 정산한다.,fees_utilities,safe,augmented,a276
502,관리비 항목과 금액은 임대인이 해마다 정해 알리는 대로 한다.,fees_utilities,danger,augmented,a277
503,임대인의 동의 없이는 제3자와 함께 살 수 없다.,etc,caution,augmented,a278
504,임차인은 본 계약과 관련해 민형사상 이의를 일절 제기하지 않기로 한다.,etc,danger,augmented,a279
505,주택임대차분쟁조정위원회 등 외부 기관에 대한 조정 신청은 하지 않기로 한다.,etc,danger,augmented,a280
506,임대인은 임대차가 끝나는 즉시 임차인에게 보증금 전액을 돌려준다.,deposit_return,safe,augmented,a281
507,보증금 반환과 주택 인도는 동시에 이루어진다.,deposit_return,safe,augmented,a282
508,하자 점검이 완료될 때까지 보증금 중 100만원은 유보하기로 한다.,deposit_return,caution,augmented,a283
509,임대인의 사정으로 보증금 반환이 늦어져도 지연 이자는 발생하지 않는 것으로 한다.,deposit_return,danger,augmented,a284
510,보증금 반환 시기는 임대인이 자금 사정에 맞추어 결정한다.,deposit_return,danger,augmented,a285
511,"난방, 수도, 전기 등 주요 설비의 노후 고장 수리는 임대인이 부담한다.",repair_defect,safe,augmented,a286
512,변기나 세면대가 막힌 경우 사용자 과실로 보아 임차인이 수리 비용을 낸다.,repair_defect,caution,augmented,a287
513,수리 업체는 임대인이 지정하는 곳으로 한정한다.,repair_defect,caution,augmented,a288
514,에어컨 냉매 충전은 임차인 부담으로 한다.,repair_defect,caution,augmented,a289
515,누수가 발생해도 임대인은 수리 책임을 지지 않고 임차인이 자비로 고치기로 한다.,repair_defect,danger,augmented,a290
516,시설물 고장에 대해서는 임대인에게 하자담보책임을 묻지 않기로 한다.,repair_defect,danger,augmented,a291
517,"모든 수리는 임대인의 승인을 받아 진행하며, 무단 수리 비용은 임차인이 부담한다.",repair_defect,danger,augmented,a292
518,"원상복구 범위는 고의·과실로 인한 훼손으로 한정하고, 입주 시 작성한 상태 점검표를 기준으로 판단한다.",restoration,safe,augmented,a293
519,퇴거 시 입주 때 받은 시설물 목록대로 물품을 반환하기로 한다.,restoration,caution,augmented,a294
520,원상복구비로 보증금에서 100만원을 일률 공제한다.,restoration,danger,augmented,a295
521,흡연 여부와 무관하게 퇴거 시 도배 비용 전액을 임차인이 부담하기로 한다.,restoration,danger,augmented,a296
522,쌍방이 합의하는 경우에는 만기 전이라도 계약을 해지할 수 있다.,termination_renewal,safe,augmented,a297
523,갱신 계약의 효력은 임대인의 서면 동의가 있어야 발생한다.,termination_renewal,caution,augmented,a298
524,임차인은 퇴거 3개월 전까지 임대인에게 통지한다.,termination_renewal,caution,augmented,a299
525,재계약할 때 보증금은 그때의 전세 시세에 맞추기로 한다.,termination_renewal,caution,augmented,a300
526,갱신 조건은 만기 1개월 전까지 임대인이 통지한다.,termination_renewal,caution,augmented,a301
527,대출 상환 계획은 임대인이 구두로 설명한 내용으로 갈음한다.,lien_rights,caution,augmented,a302
528,전입신고는 잔금일이 지난 다음 주까지 하기로 한다.,lien_rights,danger,augmented,a303
529,전세권 설정은 추후 임대인과 협의할 사항으로 남겨 둔다.,lien_rights,caution,augmented,a304
530,계약 이후 등기부에 생기는 변동은 임차인이 확인할 책임으로 한다.,lien_rights,caution,augmented,a305
531,주택이 매도되는 경우 새 소유자에 대한 임차권 주장 책임은 임차인에게 있다.,lien_rights,danger,augmented,a306
532,"보증금 보전을 위한 확정일자, 전세권 설정 등의 조치는 하지 않기로 상호 합의한다.",lien_rights,danger,augmented,a307
533,입주 세대수가 변동되면 관리비를 다시 산정할 수 있다.,fees_utilities,caution,augmented,a308
534,동절기 난방비는 건물 전체 사용량 기준으로 나누어 낸다.,fees_utilities,caution,augmented,a309
535,관리비 연체 시 매달 5%의 연체료를 더해 납부해야 한다.,fees_utilities,danger,augmented,a310
536,관리비 인상의 근거 내역을 임대인이 소명할 의무는 없는 것으로 한다.,fees_utilities,danger,augmented,a311
537,엘리베이터 교체 비용의 분담금은 세입자가 낸다.,fees_utilities,danger,augmented,a312
